slug,task_idx,task_text,importance,match_source,matched_workbank_task_id,matched_workbank_task,cosine_similarity,desire_mean,capability_mean,zone
hestus-inc,1,Accelerate hardware design iteration by executing tedious design execution steps automatically,5,inferred,14633,,0.4983,4.5,3.0,Yellow
hestus-inc,2,Generate CAD design variants based on engineer specifications and design constraints,4,inferred,20488,,0.5099,4.0,3.0,Yellow
hestus-inc,3,Validate mechanical designs against engineering requirements and manufacturability rules,3,inferred,20726,,0.584,4.0,3.5,Green
hestus-inc,4,Manage design file versioning and revision history within the CAD workflow,2,inferred,3967,,0.5566,4.5,4.0,Green
hey-revia,0,Navigate complex phone menu systems on behalf of healthcare providers automatically,5,inferred,775,,0.3922,5.0,4.0,Green
hey-revia,1,Verify provider credentialing and insurance details over phone calls autonomously,5,inferred,23322,,0.4552,5.0,3.5,Green
hey-revia,2,Obtain prior authorizations and approvals from payers via automated phone calls,5,inferred,8861,,0.4711,5.0,3.5,Green
hey-revia,3,Update insurance information with payers through voice-based phone interactions,4,inferred,23319,,0.5289,5.0,3.5,Green
hey-revia,4,Reduce hold time burden on healthcare staff by handling routine payer calls,3,inferred,21165,,0.471,5.0,4.0,Green
hey-telo,0,Answer inbound calls from homeowners and book home service appointments automatically,5,inferred,2801,,0.5285,4.5,4.0,Green
hey-telo,1,Qualify service requests and gather job details from callers via voice conversation,5,inferred,2706,,0.5567,4.0,3.5,Green
hey-telo,2,Dispatch or route confirmed service bookings to appropriate field technicians,4,inferred,15889,,0.5149,4.0,3.5,Green
hey-telo,3,Handle after-hours calls for home services businesses without requiring on-call staff,3,inferred,5669,,0.4085,5.0,4.0,Green
hillclimb,0,Collect expert-generated reasoning and problem-solving outputs to create high-quality training datasets,5,inferred,16280,,0.4202,2.0,2.0,Low-Priority
hillclimb,1,Curate and validate training examples from subject-matter experts for LLM fine-tuning,5,inferred,102,,0.414,3.0,3.0,Yellow
hillclimb,2,Aggregate community contributions into structured datasets for model capability benchmarking,4,inferred,16135,,0.3745,4.0,4.0,Green
hillclimb,3,Score and rank contributed training examples by quality and relevance for model training,3,inferred,102,,0.4824,4.0,3.5,Green
hireglide,0,Screen job candidates automatically against role requirements before human review,5,inferred,18868,,0.5231,4.0,4.5,Green
hireglide,1,Match assessed candidates to the most relevant open roles across the job board,5,inferred,18868,,0.5116,4.0,4.0,Green
hireglide,2,Administer generalized candidate assessments to evaluate fit across multiple positions,4,inferred,1002,,0.5577,4.0,4.0,Green
hireglide,3,Redirect candidates who do not fit one role to other positions where they qualify,4,inferred,18865,,0.3981,4.5,4.0,Green
hireglide,4,Deliver pre-screened candidate shortlists directly to hiring company reviewers,3,inferred,18868,,0.419,4.0,4.0,Green
hud,0,Design and deploy evaluation environments for testing AI computer-use agent performance,5,inferred,3465,,0.4002,3.5,3.0,Yellow
hud,1,Measure AI agent task completion accuracy across diverse web and desktop scenarios,5,inferred,14749,,0.3365,4.0,3.5,Green
hud,2,Generate reinforcement learning training environments for computer-use agent improvement,4,inferred,1290,,0.4175,3.5,3.0,Yellow
hud,3,Score and benchmark agent performance across standardized task evaluation suites,4,inferred,14719,,0.3408,4.0,4.0,Green
hud,4,Identify failure modes and edge cases in AI agent behavior through systematic evaluation,3,inferred,1283,,0.3243,3.0,3.0,Yellow
human-behavior,0,Record and analyze all user web sessions using vision models for behavioral insight,5,inferred,14749,,0.4861,4.0,3.5,Green
human-behavior,1,Identify how users interact with specific product features across recorded sessions,5,inferred,22658,,0.4935,3.5,3.5,Green
human-behavior,2,Surface usability issues and friction points from observed user session behavior,4,inferred,14653,,0.4019,3.5,3.5,Green
human-behavior,3,Segment session recordings by user action patterns to identify behavioral cohorts,3,inferred,2706,,0.4282,4.0,3.5,Green
humanlayer,0,Manage and coordinate AI coding agents working on complex codebase tasks,5,inferred,1279,,0.465,4.0,3.5,Green
humanlayer,1,Provide proven workflows that guide agents through difficult multi-step problems,5,inferred,1276,,0.4556,3.5,3.5,Green
humanlayer,2,Display agent progress and outputs in an integrated IDE interface,4,inferred,2817,,0.4122,4.0,4.5,Green
humanlayer,3,Enable human review and intervention at critical points in agent execution,4,inferred,22519,,0.3989,3.0,4.0,Green
humanlayer,4,Organize and prioritize agent task queues within a software engineering environment,3,inferred,14624,,0.408,3.5,4.0,Green
humoniq,0,Handle inbound customer support inquiries for travel and transport companies at scale,5,inferred,738,,0.5616,4.0,4.0,Green
humoniq,1,"Resolve booking changes, cancellations, and travel disruptions without human agent involvement",5,inferred,9767,,0.5921,4.0,3.5,Green
humoniq,2,Route complex customer issues to appropriate resolution channels based on inquiry type,4,inferred,22417,,0.4923,4.0,4.5,Green
humoniq,3,Measure customer satisfaction and support accuracy across AI-handled interactions,3,inferred,22417,,0.4884,4.0,4.5,Green
hybrd,0,Generate personalized training plans combining strength and cardio based on athlete data,5,inferred,9736,,0.385,3.0,3.5,Green
hybrd,1,Aggregate training data from multiple wearables and workout tracking applications automatically,5,inferred,2517,,0.3134,4.5,4.0,Green
hybrd,2,Adapt training plans dynamically based on athlete performance and recovery metrics,4,inferred,19559,,0.4119,3.0,3.0,Yellow
hybrd,3,Track progress toward athlete-defined fitness goals across endurance and strength disciplines,4,inferred,19559,,0.3168,4.0,4.0,Green
hybrd,4,Provide unified analytics across cardio and strength training data in a single view,3,inferred,16277,,0.3897,4.5,4.0,Green
hypercubic,0,Analyze and document existing COBOL codebases to produce human-readable system maps,5,inferred,2717,,0.5104,4.5,3.5,Green
hypercubic,1,Identify dependencies and logic flows within mainframe applications to support modernization planning,5,inferred,1273,,0.469,4.5,3.5,Green
hypercubic,2,Detect risks and technical debt in legacy COBOL systems before enterprise migration projects,4,inferred,21511,,0.4074,4.5,3.5,Green
hypercubic,3,Translate COBOL program logic into documented specifications for engineering team review,4,inferred,1269,,0.5029,4.5,4.0,Green
hypercubic,4,Maintain and apply patches to legacy mainframe code without full system rewrites,3,inferred,14686,,0.4146,4.0,3.0,Yellow
hyperspell,0,"Retrieve relevant organizational knowledge from Slack, Gmail, Notion, and Drive for AI agents",5,inferred,16146,,0.381,4.5,4.0,Green
hyperspell,1,Maintain persistent memory across AI agent sessions to preserve context over time,5,inferred,23195,,0.3172,4.0,3.5,Green
hyperspell,2,Index and synchronize company knowledge sources to keep agent memory current,4,inferred,16140,,0.4181,4.5,4.0,Green
hyperspell,3,Provide API access enabling developers to query organizational memory in agent workflows,4,inferred,16140,,0.35,4.0,4.5,Green
hyperspell,4,Reason across connected knowledge sources to surface relevant context for agent tasks,3,inferred,14744,,0.3571,4.0,3.5,Green
hyprnote,0,Transcribe meeting audio in real time while storing all data locally on device,5,inferred,9413,,0.3703,5.0,4.5,Green
hyprnote,1,"Summarize meeting conversations into concise, structured notes after sessions end",5,inferred,20284,,0.5243,5.0,4.5,Green
hyprnote,2,Make meeting transcripts and notes searchable across historical session archives,4,inferred,771,,0.4329,5.0,5.0,Green
hyprnote,3,Operate fully offline without transmitting meeting audio or notes to external servers,4,inferred,19010,,0.3619,4.5,4.5,Green
hyprnote,4,Identify action items and key decisions from meeting transcripts for participant review,4,inferred,23905,,0.5097,5.0,4.5,Green
hyrex,0,Queue background tasks for asynchronous processing using durable storage,5,inferred,1287,,0.3343,4.5,4.5,Green
hyrex,1,Monitor and observe task execution status across distributed worker systems,5,inferred,16279,,0.5084,4.0,4.0,Green
hyrex,2,Retry failed tasks automatically according to configurable backoff policies,4,inferred,23324,,0.3621,5.0,5.0,Green
hyrex,3,Schedule and prioritize task execution across large-scale worker pools,4,inferred,14624,,0.5267,4.5,4.0,Green
hyrex,4,Persist task state to prevent data loss during system failures,4,inferred,1287,,0.4038,5.0,5.0,Green
icarus,0,Conduct persistent aerial surveillance from stratospheric altitude over extended mission durations,5,inferred,18293,,0.2831,4.5,3.0,Yellow
icarus,1,Provide continuous communications relay infrastructure over large geographic areas,5,inferred,18992,,0.3928,4.5,3.0,Yellow
icarus,2,Operate autonomously using solar power to sustain weeks-long flight without refueling,5,inferred,20854,,0.3788,4.5,3.5,Green
icarus,3,"Collect intelligence, surveillance, and reconnaissance data for defense applications",5,inferred,16146,,0.499,4.0,3.0,Yellow
icarus,4,Maintain flight stability and mission continuity above weather and commercial airspace,4,inferred,20726,,0.3088,4.5,3.5,Green
ideate-xyz,0,Generate 3D model assets from text descriptions using AI-powered generation pipelines,5,inferred,2823,,0.3708,3.5,3.5,Green
ideate-xyz,1,Convert 2D images into production-ready 3D models via automated processing,5,inferred,301,,0.4484,4.0,3.0,Yellow
ideate-xyz,2,Edit and paint 3D model textures directly in-browser using AI inpainting tools,4,inferred,2822,,0.4657,3.0,3.0,Yellow
ideate-xyz,3,"Upscale, compress, and optimize 3D assets for integration into production pipelines",4,inferred,3580,,0.3559,4.5,4.0,Green
ideate-xyz,4,Refine generated 3D geometry and textures iteratively to meet artistic specifications,3,inferred,20488,,0.4373,2.5,2.5,Low-Priority
idler,0,Simulate real-world coding scenarios to generate reinforcement learning training environments,5,inferred,1290,,0.3217,3.5,3.5,Green
idler,1,Evaluate AI model coding performance against expert human benchmarks,5,inferred,14719,,0.3323,3.5,3.5,Green
idler,2,Generate training data reflecting complex production software engineering challenges,4,inferred,11377,,0.4609,3.0,3.5,Green
idler,3,Measure and score AI-generated code solutions across correctness and efficiency dimensions,3,inferred,3478,,0.5302,3.5,4.0,Green
imagine-ai,0,"Create high-fidelity AI personas that replicate a founder's voice, tone, and expertise",5,inferred,16217,,0.3796,3.5,4.0,Green
imagine-ai,1,Generate and publish B2B LinkedIn posts and strategic comments targeting named accounts,5,inferred,23951,,0.3752,4.0,4.5,Green
imagine-ai,2,Draft thought leadership blogs and long-form content matching the client's expert voice,4,inferred,22654,,0.5529,3.5,4.5,Green
imagine-ai,3,Optimize content distribution strategy to achieve content-market fit for pipeline generation,4,inferred,20321,,0.4642,3.5,3.5,Green
imagine-ai,4,"Research client expertise, industry pain points, and target accounts to inform content strategy",3,inferred,12904,,0.5421,3.5,3.5,Green
imprezia,0,Serve contextually relevant brand advertisements within AI application responses,5,inferred,3242,,0.5029,4.5,4.0,Green
imprezia,1,Match advertiser products to AI conversation context for targeted ad placement,5,inferred,3242,,0.4401,4.5,3.5,Green
imprezia,2,Generate ad revenue for AI app developers to offset inference infrastructure costs,4,inferred,3223,,0.4324,4.0,3.5,Green
imprezia,3,Track ad impressions and performance metrics within AI application environments,3,inferred,14749,,0.4127,4.5,4.5,Green
indemni,0,Detect and flag fraudulent shipment identities and broker credentials in freight transactions,5,inferred,15889,,0.4798,4.0,3.5,Green
indemni,1,Monitor cargo movements in real time to identify theft risk patterns,5,inferred,20009,,0.5254,4.0,4.0,Green
indemni,2,Verify carrier and driver identity before authorizing freight pickup or transfer,4,inferred,9758,,0.3699,3.5,3.0,Yellow
indemni,3,Alert warehouse and broker personnel to suspicious shipment activity automatically,4,inferred,15897,,0.5614,4.5,4.5,Green
indemni,4,Analyze historical freight data to surface systemic fraud vulnerabilities,3,inferred,15883,,0.4901,4.0,4.0,Green
infinite,0,Process cross-border business payments using stablecoins via API and SDK integrations,5,inferred,15884,,0.446,4.0,4.0,Green
infinite,1,Settle international transactions instantly at lower cost than traditional wire transfer networks,5,inferred,15889,,0.3722,4.5,4.0,Green
infinite,2,Provide businesses with APIs to send and receive stablecoin payments programmatically,5,inferred,15884,,0.5254,4.5,4.5,Green
infinite,3,Convert between stablecoins and local currencies at the point of payment for global recipients,4,inferred,14650,,0.4798,4.5,3.5,Green
infinity,0,Process cross-border business payments at reduced cost versus traditional banking,5,inferred,15731,,0.4551,4.5,4.0,Green
infinity,1,Invest idle business cash balances into government securities to earn yield,5,inferred,21319,,0.4695,4.5,4.0,Green
infinity,2,Provide business banking accounts supporting international currency transactions,4,inferred,2503,,0.5237,4.0,4.0,Green
infinity,3,Execute foreign exchange conversions for cross-border payment settlements,4,inferred,14650,,0.429,4.5,4.5,Green
infinity,4,Track and report transaction history across international payment corridors,3,inferred,2503,,0.6433,4.5,4.5,Green
innate,0,Execute physical tasks in home environments based on natural language instructions,5,inferred,19648,,0.4329,4.0,1.5,Yellow
innate,1,Learn new physical behaviors from user demonstrations without explicit programming,5,inferred,16211,,0.4004,3.5,2.0,Yellow
innate,2,Interpret and respond to programmatic commands through an open developer API,4,inferred,1269,,0.4469,4.0,4.0,Green
innate,3,Navigate home environments and manipulate objects using onboard AI perception,5,inferred,2717,,0.3658,4.0,2.0,Yellow
innate,4,Adapt task execution based on environmental variation and user feedback,4,inferred,20735,,0.3762,3.5,2.0,Yellow
inquery-2,0,Index and label medical records to enable rapid structured search and retrieval,5,inferred,9420,,0.6123,4.5,4.5,Green
inquery-2,1,Summarize patient medical histories into concise chronological journey overviews,5,inferred,9421,,0.5177,4.0,4.5,Green
inquery-2,2,Surface clinically significant findings relevant to medical-legal case evaluation,5,inferred,3775,,0.5956,3.0,3.5,Green
inquery-2,3,"Extract and classify diagnoses, treatments, and outcomes from unstructured records",4,inferred,16284,,0.5459,4.5,4.5,Green
inquery-2,4,Generate structured reports for physician and attorney review of patient cases,4,inferred,9416,,0.645,4.0,4.0,Green
inquery-2,5,Cross-reference records to identify inconsistencies or gaps in documented care,3,inferred,2496,,0.6304,4.0,4.0,Green
inspectmind-ai,0,"Review construction drawings to detect design conflicts, errors, and code violations",5,inferred,21920,,0.5684,3.0,2.5,Yellow
inspectmind-ai,1,Flag issues in architectural and engineering plans before construction begins,5,inferred,20486,,0.5361,3.0,2.5,Yellow
inspectmind-ai,2,Generate structured issue reports from drawing reviews with location and severity details,4,inferred,14744,,0.55,4.5,4.0,Green
inspectmind-ai,3,Cross-reference drawings across disciplines to identify coordination clashes,4,inferred,1411,,0.4571,4.0,3.0,Yellow
inspectmind-ai,4,Reduce construction rework by surfacing drawing problems at the pre-construction stage,3,inferred,20483,,0.6063,4.0,3.0,Yellow
inspector,0,"Connect browser runtime context including visuals, elements, and logs to coding agents",5,inferred,14707,,0.4108,4.0,4.0,Green
inspector,1,Allow engineers to select UI elements visually and prompt targeted code changes,5,inferred,14670,,0.4183,4.0,3.5,Green
inspector,2,Surface browser console logs and DOM state to AI agents during front-end development,4,inferred,14723,,0.3787,4.5,4.5,Green
inspector,3,Synchronize live browser state with codebase context for AI-assisted front-end editing,4,inferred,14707,,0.3605,4.0,3.5,Green
inspector,4,Reduce context-switching between browser developer tools and code editor during development,3,inferred,14707,,0.3421,4.5,4.0,Green
instinct,0,Launch small payloads to the lunar surface via LEO rideshare-compatible lander vehicles,5,inferred,741,,0.1874,2.0,1.0,Low-Priority
instinct,1,Navigate autonomous descent and landing sequences on the lunar surface,5,inferred,2717,,0.2666,2.5,2.0,Low-Priority
instinct,2,Deploy scientific or commercial payloads at designated lunar surface locations,4,inferred,1485,,0.3123,2.0,1.5,Low-Priority
instinct,3,Integrate with existing LEO rideshare manifests to reduce per-mission launch costs,4,inferred,741,,0.448,3.5,2.0,Yellow
instinct,4,Communicate telemetry and system status to ground control during transit and descent,3,inferred,2706,,0.4413,4.0,3.5,Green
integuru,0,Reverse-engineer website network requests to expose data as a structured API,5,inferred,22420,,0.4873,4.0,3.5,Green
integuru,1,Manage authentication sessions for target websites to maintain uninterrupted API access,5,inferred,14698,,0.2873,4.0,3.5,Green
integuru,2,Detect and adapt to website interface changes to maintain integration reliability,4,inferred,14714,,0.5388,4.0,3.0,Yellow
integuru,3,Deliver real-time low-latency data from web sources to consuming applications,4,inferred,14695,,0.413,4.5,4.0,Green
integuru,4,Eliminate need for RPA tooling by intercepting browser-level network requests,3,inferred,1325,,0.3637,4.0,3.5,Green
interfere,0,Monitor production software continuously to detect regressions and reliability issues,5,inferred,14675,,0.6073,4.5,4.0,Green
interfere,1,Alert engineering teams to software breakages before they impact end users,4,inferred,14643,,0.5074,4.5,4.0,Green
interfere,2,Track software health metrics over time to identify fragile or frequently breaking components,3,inferred,14643,,0.5507,4.0,4.0,Green
intryc,0,Evaluate 100% of customer support interactions for quality and policy compliance automatically,5,inferred,22417,,0.5496,4.5,4.0,Green
intryc,1,Score customer support agent performance across all conversations in real time,5,inferred,16136,,0.4517,4.5,4.0,Green
intryc,2,Flag non-compliant or low-quality support interactions for supervisor review,4,inferred,15414,,0.4386,4.5,4.0,Green
intryc,3,Generate quality assurance reports and agent performance analytics for support managers,3,inferred,15428,,0.5457,4.5,4.5,Green
intryc,4,Replace manual ticket sampling with full-coverage automated QA at reduced cost,4,inferred,9753,,0.365,4.5,4.0,Green
invaria,0,Automatically instrument codebases with structured event logging without manual developer effort,5,inferred,14643,,0.4431,4.5,3.5,Green
invaria,1,Generate actionable log events that capture meaningful application state transitions,5,inferred,11406,,0.5041,4.0,3.5,Green
invaria,2,Store and index structured log data for efficient search and operational analysis,4,inferred,16277,,0.4594,4.5,4.5,Green
invaria,3,Surface observable signals from application behavior to support debugging and monitoring,4,inferred,14675,,0.4924,4.0,3.5,Green
inversion-semiconductor,0,Generate extreme ultraviolet light using miniaturized particle accelerator technology,5,inferred,9351,,0.234,2.0,1.5,Low-Priority
inversion-semiconductor,1,Pattern semiconductor circuit features on silicon wafers using high-power light sources,5,inferred,9351,,0.1936,3.0,2.0,Yellow
inversion-semiconductor,2,Shrink transistor geometries to physical density limits to increase chip performance,5,inferred,14719,,0.2276,2.5,1.5,Low-Priority
inversion-semiconductor,3,Increase wafer throughput by tripling processing speed relative to existing lithography machines,4,inferred,3580,,0.3529,3.0,1.5,Yellow
invo,0,Automate accounts receivable collections outreach for food distribution companies,5,inferred,2806,,0.4636,4.5,4.0,Green
invo,1,Track outstanding invoices and prioritize collection actions based on aging and risk,5,inferred,21326,,0.5593,4.0,4.5,Green
invo,2,Generate and send payment reminders to customers with overdue balances,4,inferred,3414,,0.4571,4.5,5.0,Green
invo,3,Reconcile incoming payments against open invoices in distributor accounting systems,3,inferred,9751,,0.6497,4.5,4.5,Green
ion-design,0,Receive and clarify product design task briefs submitted through Slack,4,inferred,11246,,0.4671,2.5,3.5,Red
ion-design,1,Research design patterns and best practices relevant to assigned product design tasks,4,inferred,8961,,0.5376,3.5,4.5,Green
ion-design,2,"Generate multiple design options for UI flows, screens, and components autonomously",5,inferred,20488,,0.5088,3.0,3.5,Green
ion-design,3,Iterate on design solutions based on stakeholder feedback through conversational review,4,inferred,1418,,0.5518,2.0,3.0,Low-Priority
ion-design,4,Submit pull requests implementing approved design changes directly to the codebase,5,inferred,16159,,0.456,4.0,3.5,Green
ion-design,5,Monitor feature performance post-launch and recommend data-driven design improvements,3,inferred,14719,,0.6207,4.0,3.5,Green
ionworks,0,Create battery simulation models from engineer-supplied experimental data,5,inferred,7371,,0.4166,3.0,2.5,Yellow
ionworks,1,Run large-scale battery design simulations in the cloud to explore parameter space,5,inferred,20854,,0.3574,4.5,3.5,Green
ionworks,2,Identify optimal battery configurations by analyzing simulation results across design variables,4,inferred,20854,,0.4346,4.0,3.5,Green
ionworks,3,Replace physical battery experiments with validated computational simulations,4,inferred,18156,,0.3201,4.5,3.0,Yellow
ionworks,4,Provide engineers with accessible interfaces to configure and launch simulations,3,inferred,1322,,0.4656,3.5,4.0,Green
iriscal,0,Observe user email and calendar behavior to model individual decision-making and prioritization patterns,5,inferred,2800,,0.4767,2.5,3.5,Red
iriscal,1,"Pre-fill draft replies, meeting responses, and actions based on learned user behavior",5,inferred,14713,,0.4235,4.0,4.0,Green
iriscal,2,Surface items requiring user attention across connected accounts in a prioritized action queue,4,inferred,20318,,0.322,4.5,4.0,Green
iriscal,3,Execute delegated actions on behalf of users upon swipe-based approval confirmation,4,inferred,288,,0.353,3.5,3.5,Green
iriscal,4,Build a personal knowledge graph of user relationships and context to improve action accuracy,3,inferred,8956,,0.4078,3.0,3.5,Green
iron-grid,0,Assess hardware product risk profiles to generate AI-driven insurance coverage terms,5,inferred,23318,,0.4974,3.5,3.0,Yellow
iron-grid,1,Process hardware insurance claims using automated damage assessment and policy evaluation,4,inferred,23319,,0.5814,4.0,3.0,Yellow
ironledger-ai,0,Process and code vendor invoices for multifamily property accounts payable workflows,5,inferred,18780,,0.6249,4.5,4.0,Green
ironledger-ai,1,Match invoices to purchase orders and lease agreements to validate payment accuracy,5,inferred,2509,,0.6652,4.0,3.5,Green
ironledger-ai,2,Route approved invoices for payment and sync records to property management systems,4,inferred,9751,,0.6065,4.5,4.0,Green
ironledger-ai,3,Flag duplicate or erroneous invoices before payment disbursement to prevent overpayment,4,inferred,9751,,0.493,4.5,4.0,Green
ironledger-ai,4,Generate accounts payable reports summarizing spending by property and vendor category,3,inferred,16150,,0.5476,4.5,4.5,Green
issen,0,Conduct real-time AI voice conversations with language learners for fluency practice,5,inferred,16200,,0.3592,4.0,4.0,Green
issen,1,Adapt lesson content and conversation topics to individual learner interests and goals,5,inferred,1782,,0.4581,3.5,3.5,Green
issen,2,Provide pronunciation and grammar correction feedback during spoken language practice sessions,4,inferred,9414,,0.4419,4.0,4.0,Green
issen,3,Track learner progress and adjust difficulty levels based on demonstrated proficiency,4,inferred,102,,0.4118,4.0,4.0,Green
issen,4,Deliver on-demand language tutoring sessions without scheduling or geographic constraints,3,inferred,95,,0.4442,4.0,4.5,Green
item,0,Aggregate and enrich customer context automatically from connected sales and support tools,5,inferred,11241,,0.4443,4.0,4.0,Green
item,1,Send follow-up emails and communications to customers based on natural language prompts,4,inferred,14713,,0.5727,4.0,4.5,Green
item,2,Research and qualify sales leads by gathering and synthesizing external and internal data,4,inferred,16146,,0.5431,4.0,4.0,Green
item,3,Add and update deal records in the CRM based on conversational prompts from users,4,inferred,4622,,0.4248,4.5,4.5,Green
item,4,"Execute recurring business processes in sales, support, and account management autonomously",5,inferred,11241,,0.4759,3.5,3.0,Yellow
item,5,Serve as a unified source of truth for customer data shared across human and AI agents,4,inferred,11241,,0.4452,4.0,3.5,Green
janus,0,Simulate high-fidelity test environments to evaluate AI agent behavior,5,inferred,14640,,0.3484,4.0,3.5,Green
janus,1,"Detect failures in AI agent reasoning, compliance, and tool usage",5,inferred,1283,,0.429,4.0,3.5,Green
janus,2,Generate benchmark datasets to measure AI product performance over time,4,inferred,20846,,0.4461,4.0,4.0,Green
janus,3,Identify regressions in agent behavior across iterative model versions,4,inferred,14643,,0.3193,4.0,3.5,Green
janus,4,Feed evaluation results into post-training loops to improve agent performance,4,inferred,102,,0.4436,4.0,3.0,Yellow
janus,5,Automate test case generation across diverse agent interaction scenarios,3,inferred,14638,,0.4788,4.0,4.0,Green
jarmin,0,Build and train machine learning models based on natural language task specifications,5,inferred,11377,,0.334,4.0,3.5,Green
jarmin,1,Manage end-to-end AI and ML engineering initiatives autonomously without human handholding,5,inferred,16212,,0.3325,3.5,3.0,Yellow
jarmin,2,"Automate data science workflows including preprocessing, feature engineering, and evaluation",5,inferred,979,,0.52,4.5,4.0,Green
jarmin,3,"Execute individual ML tasks such as model fine-tuning, evaluation, and deployment",4,inferred,14636,,0.4263,4.5,4.0,Green
jarmin,4,Interface with engineering teams via conversational prompts to receive and clarify task scope,3,inferred,16212,,0.4874,3.0,4.0,Green
jazzberry,0,Design and build reinforcement learning environments for frontier AI model training,5,inferred,102,,0.3105,2.5,2.5,Low-Priority
jazzberry,1,Simulate diverse task scenarios for AI agents to learn from at scale,5,inferred,16203,,0.2789,4.0,3.5,Green
jazzberry,2,Define reward structures and evaluation criteria within RL training environments,4,inferred,19559,,0.4739,3.0,3.0,Yellow
jeevy-fabrication,0,Convert manufacturing drawings into accurate bills of materials for weld jobs,5,inferred,21917,,0.5564,4.0,3.0,Yellow
jeevy-fabrication,1,Generate resource-loaded production schedules from fabrication project specifications,5,inferred,11370,,0.5667,4.0,3.0,Yellow
jeevy-fabrication,2,Match fabrication job requirements to best-fit shops within a contractor network,4,inferred,20945,,0.5022,3.5,3.0,Yellow
jeevy-fabrication,3,Track project schedules and deliver real-time photo updates to clients,4,inferred,16157,,0.5472,4.0,3.5,Green
jeevy-fabrication,4,Maintain material traceability records to meet domestic content compliance standards,3,inferred,22410,,0.5089,4.5,3.5,Green
jeevy-fabrication,5,Manage client purchase requests and centralize key project documents in one portal,3,inferred,20184,,0.5389,4.0,4.0,Green
jo,0,Process voice commands to execute tasks across macOS desktop applications,5,inferred,16200,,0.2959,4.5,3.5,Green
jo,1,"Manage calendar, reminders, and scheduling through conversational voice interaction",4,inferred,2800,,0.5971,4.0,4.0,Green
jo,2,Retrieve and summarize information in response to natural language queries,4,inferred,22420,,0.3996,4.0,4.5,Green
jo,3,Automate repetitive desktop tasks to reduce manual user effort and time,4,inferred,14624,,0.4753,4.5,4.0,Green
jo,4,Provide proactive suggestions and reminders based on user context and habits,3,inferred,1274,,0.3761,3.5,3.5,Green
joinlore,0,Analyze iMessage conversation histories to identify meaningful relationship moments,5,inferred,8956,,0.3988,3.0,4.0,Green
joinlore,1,Generate shareable narrative stories from personal message thread content,5,inferred,21000,,0.5155,2.5,4.0,Red
joinlore,2,Curate highlights from messaging history to surface memorable shared experiences,4,inferred,1785,,0.3598,3.0,4.0,Green
joinlore,3,Format personal conversation data into visually presentable story formats for sharing,3,inferred,1785,,0.4865,3.0,4.0,Green
jsx-tool,0,Locate React components and their source files by clicking directly on rendered UI elements,5,inferred,3226,,0.2038,4.5,4.0,Green
jsx-tool,1,Communicate precise UI component context to LLMs for targeted code modification requests,5,inferred,20736,,0.33,4.0,4.0,Green
jsx-tool,2,Edit and preview React component code without leaving the browser development environment,4,inferred,14714,,0.2896,4.0,3.5,Green
jsx-tool,3,Map visual UI elements to their corresponding file and component hierarchy in the codebase,4,inferred,136,,0.3105,4.5,4.0,Green
jsx-tool,4,Streamline developer iteration cycles by eliminating context-switching between browser and IDE,3,inferred,14642,,0.3276,4.5,4.0,Green
junction-bioscience,0,Generate novel molecular hypotheses targeting neuroinflammation and immunology pathways,5,inferred,16788,,0.3184,2.5,2.5,Low-Priority
junction-bioscience,1,Iterate on chemical structures to optimize binding affinity and therapeutic efficacy,5,inferred,16814,,0.4046,2.5,2.5,Low-Priority
junction-bioscience,2,Synthesize and evaluate experimental data to refine drug candidate selection,4,inferred,16814,,0.5411,2.5,2.0,Low-Priority
junction-bioscience,3,Identify molecular mechanisms underlying disease at the intersection of immunity and neurology,4,inferred,16788,,0.2995,2.5,2.5,Low-Priority
junction-bioscience,4,Prioritize drug candidates based on predicted clinical differentiation and mechanistic novelty,3,inferred,16783,,0.4222,2.5,2.5,Low-Priority
justai,0,Personalize lifecycle marketing messages for individual customers at scale using AI,5,inferred,22655,,0.4952,4.0,4.0,Green
justai,1,Trigger automated marketing campaigns based on customer behavior and lifecycle stage,5,inferred,16179,,0.6056,4.5,4.5,Green
justai,2,Optimize message timing and channel selection for each customer segment dynamically,4,inferred,22655,,0.402,4.0,4.0,Green
justai,3,Generate personalized marketing copy tailored to individual customer attributes,4,inferred,15732,,0.4121,4.0,4.5,Green
juxta,0,"Determine precise device location indoors, outdoors, or underground without GPS hardware",5,inferred,18282,,0.5324,3.5,2.0,Yellow
juxta,1,Generate synthetic signal fingerprints to make any environment location-aware rapidly,5,inferred,2717,,0.3894,4.0,3.0,Yellow
juxta,2,Track asset and personnel movement in real time across GPS-denied environments,4,inferred,20009,,0.4071,4.0,2.5,Yellow
juxta,3,Deploy location awareness infrastructure remotely without on-site hardware installation,3,inferred,5505,,0.4569,4.5,2.5,Yellow
k-scale-labs,0,Navigate physical environments autonomously using bipedal locomotion and balance control,5,inferred,20491,,0.2576,3.5,2.0,Yellow
k-scale-labs,1,"Grasp, move, and manipulate physical objects in unstructured environments",5,inferred,20491,,0.3624,3.5,2.0,Yellow
k-scale-labs,2,Communicate with humans via spoken natural language during task execution,4,inferred,16200,,0.4309,3.0,3.5,Green
k-scale-labs,3,Execute repetitive physical labor tasks that replace human manual effort,4,inferred,3590,,0.5356,4.0,2.5,Yellow
